,Dataset_name,Anomaly_classes,Training_sample_size,Test_sample_size,Test_balance_size,Test_length_dev,Anomaly_All_ratio_dev,Test_size_balance_dev,Test_All_ratio_dev,Test_Train_ratio_dev,Anomaly_test_ratio_dev,Amount_of_classes
1449,1450_college_style_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'queer voices' 'home & living' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings'
 'healthy living tips' 'good news' 'fifty' 'divorce']",9248,62859 (93.7%),3964 N,62859,0.8167722967256993,3964,0.8717461550196236,6.797037197231834,0.9369382268251165,32
1450,1451_latino voices_style,"['latino voices', 'style']",137430,62859 (6.3%),3960 A,62859,0.01977143028324072,3960,0.313841499033896,0.4573892163283126,0.06299813869135684,2
1451,1452_latino voices_style_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'queer voices' 'home & living' 'women' 'black voices' 'travel'
 'money' 'religion' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",9238,62859 (93.7%),3960 N,62859,0.8169410655089671,3960,0.8718670679778632,6.804394890668976,0.9370018613086432,32
1452,1453_style_education,"['style', 'education']",137511,62859 (6.2%),3925 A,62859,0.019588760792533813,3925,0.3137146279383141,0.4571197940528394,0.062441336960498896,2
1453,1454_style_education_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment' 'crime'
 'science' 'wellness' 'business' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",9157,62859 (93.8%),3925 N,62859,0.8183459231281938,3925,0.8728477005109976,6.864584470896582,0.9375586630395011,32
1454,1455_style_ENVIRONMENT,"['healthy living tips', 'tech', 'style', 'u.s. news', 'travel', 'arts & culture', 'world news', 'environment', 'science', 'food & drink', 'impact']",102009,62859 (30.4%),19140 A,62859,0.11609287429943956,19140,0.3812686512846641,0.6162103343822604,0.3044910036748914,11
1455,1456_style_ENVIRONMENT_INVERT,"['comedy' 'parenting' 'sports' 'entertainment' 'politics' 'weird news'
 'education' 'crime' 'wellness' 'business' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'money' 'religion' 'latino voices'
 'weddings' 'college' 'good news' 'fifty' 'divorce']",44659,62859 (69.6%),19140 N,62859,0.4066202868356926,19140,0.5846369910154579,1.4075326361987506,0.6955089963251085,23
1456,1457_style_ADULT INTERESTS,"['healthy living tips', 'tech', 'style', 'crime', 'money', 'wellness', 'home & living', 'divorce', 'parenting', 'education', 'sports', 'fifty', 'college', 'business', 'politics', 'weddings', 'travel']",56786,62859 (61.3%),24337 N,62859,0.32196915876133564,24337,0.5253792469388608,1.1069453738597541,0.6128318936031435,17
1457,1458_style_ADULT INTERESTS_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'entertainment'
 'weird news' 'environment' 'science' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'religion' 'latino voices' 'impact'
 'good news']",89882,62859 (38.7%),24337 A,62859,0.15933508357284554,24337,0.4115397961254673,0.6993502592287666,0.38716810639685645,17
1458,1459_style_AESTHETICS,"['arts & culture', 'style', 'home & living', 'weddings', 'food & drink', 'travel']",117059,62859 (20.2%),12690 A,62859,0.07053213130426084,12690,0.34937582676552653,0.5369856226347397,0.20188039898821172,6
1459,1460_style_AESTHETICS_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'media' 'queer voices' 'women'
 'black voices' 'money' 'religion' 'latino voices' 'impact' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",29609,62859 (79.8%),12690 N,62859,0.542555262361033,12690,0.6797919280183414,2.1229693674220678,0.7981196010117882,28
1460,1461_style_MINORITIES,"['latino voices', 'style', 'queer voices', 'women', 'black voices']",127278,62859 (13.2%),8310 A,62859,0.04370532826330488,8310,0.3305984632133672,0.4938716824588696,0.13220063952655944,5
1461,1462_style_MINORITIES_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'home & living' 'travel' 'money' 'religion' 'impact' 'weddings'
 'college' 'healthy living tips' 'good news' 'fifty' 'divorce']",19390,62859 (86.8%),8310 N,62859,0.6632177898819439,8310,0.7642524529173607,3.2418256833419288,0.8677993604734405,29
1462,1463_style_SCIENTIFIC,"['style', 'crime', 'money', 'education', 'business', 'science', 'tech']",126577,62859 (13.7%),8611 A,62859,0.045455985134821256,8611,0.33182182900821383,0.4966068085039146,0.13698913441193783,7
1463,1464_style_SCIENTIFIC_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'wellness'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'religion' 'latino voices' 'impact' 'weddings'
 'college' 'healthy living tips' 'good news' 'fifty' 'divorce']",20091,62859 (86.3%),8611 N,62859,0.6539843279083786,8611,0.7577938517179024,3.128714349708825,0.8630108655880622,27
1464,1465_style_PROGRESS,"['style', 'money', 'queer voices', 'women', 'education', 'college', 'environment', 'black voices', 'science', 'tech']",119466,62859 (18.5%),11658 A,62859,0.0639407651172357,11658,0.34476347182229533,0.5261664406609412,0.18546270223834296,10
1465,1466_style_PROGRESS_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'crime' 'wellness' 'business'
 'food & drink' 'media' 'home & living' 'travel' 'religion'
 'latino voices' 'impact' 'weddings' 'healthy living tips' 'good news'
 'fifty' 'divorce']",27202,62859 (81.5%),11658 N,62859,0.568514673388037,11658,0.6979602713716259,2.3108227336225275,0.8145372977616571,24
1466,1467_style_CASUAL,"['healthy living tips', 'arts & culture', 'style', 'home & living', 'entertainment', 'comedy', 'food & drink', 'travel']",98997,62859 (32.5%),20431 A,62859,0.1262294879398972,20431,0.3883637307236062,0.6349586351101548,0.325029033233109,8
1467,1468_style_CASUAL_INVERT,"['u.s. news' 'parenting' 'world news' 'tech' 'sports' 'politics'
 'weird news' 'environment' 'education' 'crime' 'science' 'wellness'
 'business' 'media' 'queer voices' 'women' 'black voices' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college' 'good news'
 'fifty' 'divorce']",47671,62859 (67.5%),20431 N,62859,0.3838595856328599,20431,0.56870532886999,1.3186004069560109,0.674970966766891,26
1468,1469_COUPLES_style,"['healthy living tips', 'style', 'money', 'queer voices', 'wellness', 'home & living', 'divorce', 'parenting', 'weddings', 'impact']",95961,62859 (34.6%),21732 A,62859,0.13683415187004155,21732,0.3957876841707593,0.6550473629912151,0.3457261490001432,10
1469,1470_COUPLES_style_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'business' 'food & drink' 'media' 'women' 'black voices'
 'travel' 'religion' 'latino voices' 'college' 'good news' 'fifty']",50707,62859 (65.4%),21732 N,62859,0.3621418382262297,21732,0.5535019283940616,1.2396513301910979,0.6542738509998568,24
1470,1471_style_TRADITIONAL NEWS,"['arts & culture', 'u.s. news', 'style', 'crime', 'money', 'world news', 'weird news', 'good news', 'education', 'sports', 'business', 'politics', 'tech']",86335,62859 (41.1%),25858 A,62859,0.1733179618483317,25858,0.42132391383031487,0.7280824694503967,0.41136511875785486,13
1471,1472_style_TRADITIONAL NEWS_INVERT,"['comedy' 'parenting' 'entertainment' 'environment' 'science' 'wellness'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'religion' 'latino voices' 'impact' 'weddings'
 'college' 'healthy living tips' 'fifty' 'divorce']",60333,62859 (58.9%),25858 N,62859,0.3003522956036106,25858,0.5102522891096825,1.0418676346278157,0.5886348812421451,21
1472,1473_science,['science'],145124,62859 (1.1%),662 A,62859,0.0031829524528447038,662,0.30223143237668465,0.43313993550343155,0.01053150702365612,1
1473,1474_science_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",1544,62859 (98.9%),662 N,62859,0.9657469372544757,662,0.9760259615235315,40.71178756476684,0.9894684929763439,33
1474,1475_science_tech,"['science', 'tech']",143651,62859 (2.1%),1293 A,62859,0.006261198004939228,1293,0.3043871967459203,0.4375813603803663,0.02056984679998091,2
1475,1476_science_tech_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'wellness' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",3017,62859 (97.9%),1293 N,62859,0.9345740482117918,1293,0.9542018337482543,20.834935366257874,0.9794301532000191,32
1476,1477_science_money,"['science', 'money']",143895,62859 (1.9%),1189 A,62859,0.005750795631523453,1189,0.30402797527496445,0.43683936203481705,0.01891535022828871,2
1477,1478_science_money_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",2773,62859 (98.1%),1189 N,62859,0.9396331058020477,1189,0.9577492686494393,22.66822935448972,0.9810846497717113,32
1478,1479_science_environment,"['science', 'environment']",142278,62859 (3.0%),1882 A,62859,0.009174356649458655,1882,0.3064244870501177,0.44180407371484,0.029940024499276158,2
1479,1480_science_environment_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'education' 'crime'
 'wellness' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",4390,62859 (97.0%),1882 N,62859,0.9067346726345373,1882,0.9347202188880132,14.318678815489749,0.9700599755007239,32
1480,1481_science_fifty,"['science', 'fifty']",144144,62859 (1.7%),1083 A,62859,0.0052318082346632655,1083,0.3036622657642643,0.4360847485847486,0.0172290364148332,2
1481,1482_science_fifty_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'divorce']",2524,62859 (98.3%),1083 N,62859,0.9448327546915865,1083,0.9613966933300705,24.904516640253565,0.9827709635851668,32
1482,1483_science_good news,"['science', 'good news']",144146,62859 (1.7%),1082 A,62859,0.005226926885824014,1082,0.3036593319001957,0.4360786979867634,0.01721312779395154,2
1483,1484_science_good news_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'fifty' 'divorce']",2522,62859 (98.3%),1082 N,62859,0.9448769520196999,1082,0.9614261023844848,24.92426645519429,0.9827868722060484,32
1484,1485_science_u.s. news,"['science', 'u.s. news']",144160,62859 (1.7%),1075 A,62859,0.005192760084823132,1075,0.3036387964389742,0.43603634850166484,0.017101767447779952,2
1485,1486_science_u.s. news_INVERT,"['comedy' 'parenting' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'wellness' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",2508,62859 (98.3%),1075 N,62859,0.945186409044319,1075,0.9616320161549405,25.0633971291866,0.9828982325522201,32
1486,1487_arts & culture_science,"['arts & culture', 'science']",142379,62859 (2.9%),1839 A,62859,0.008960328983911362,1839,0.3062736920063536,0.4414906692700468,0.029255953801364958,2
1487,1488_arts & culture_science_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'wellness' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",4289,62859 (97.1%),1839 N,62859,0.9087389051051409,1839,0.9361261690593912,14.65586383772441,0.9707440461986351,32
1488,1489_science_college,"['science', 'college']",144323,62859 (1.6%),1005 A,62859,0.0048508075025822705,1005,0.30339990925852633,0.4355438842041809,0.01598816398606405,2
1489,1490_science_college_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'healthy living tips'
 'good news' 'fifty' 'divorce']",2345,62859 (98.4%),1005 N,62859,0.9486227838782897,1005,0.9640359487148028,26.805543710021322,0.9840118360139359,32
1490,1491_science_latino voices,"['science', 'latino voices']",144333,62859 (1.6%),1001 A,62859,0.00483126761651029,1001,0.30338526584037995,0.4355137078838519,0.015924529502537425,2
1491,1492_science_latino voices_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",2335,62859 (98.4%),1001 N,62859,0.9488296469000215,1001,0.9641838205969875,26.9203426124197,0.9840754704974626,32
1492,1493_science_education,"['science', 'education']",144414,62859 (1.5%),966 A,62859,0.004660520183526074,966,0.3032667062280181,0.435269433711413,0.015367727771679473,2
1493,1494_science_education_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment' 'crime'
 'wellness' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",2254,62859 (98.5%),966 N,62859,0.950547509713882,966,0.9653832567997174,27.887755102040817,0.9846322722283205,32
1494,1495_science_ENVIRONMENT,"['healthy living tips', 'tech', 'u.s. news', 'arts & culture', 'travel', 'world news', 'environment', 'science', 'food & drink', 'impact']",110457,62859 (24.7%),15520 A,62859,0.08954741628008955,15520,0.3626843453576127,0.5690811809120291,0.24690179608329754,10
1495,1496_science_ENVIRONMENT_INVERT,"['comedy' 'parenting' 'sports' 'entertainment' 'politics' 'weird news'
 'education' 'crime' 'wellness' 'business' 'style' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'money' 'religion' 'latino voices'
 'weddings' 'college' 'good news' 'fifty' 'divorce']",36211,62859 (75.3%),15520 N,62859,0.477833854850106,15520,0.6344907641061875,1.7359089779348817,0.7530982039167025,24
1496,1497_science_ADULT INTERESTS,"['healthy living tips', 'tech', 'politics', 'crime', 'money', 'wellness', 'home & living', 'divorce', 'parenting', 'education', 'sports', 'fifty', 'college', 'business', 'science', 'weddings', 'travel']",63689,62859 (56.6%),27296 N,62859,0.28102380124537724,27296,0.4967206119417138,0.9869679222471699,0.5657582844143241,17
